turn,player,move,time_seconds,memory_bytes,memory_mb,time_limit,is_first_turn,violation
1,bot026,5 0 5 6 1 6,0.4042978329816833,409550848,390.578125,2.0,True,none
2,bot026,2 7 2 2 1 3,0.4589601659681648,422641664,403.0625,1.0,False,none
2,bot027,2 7 2 2 1 3,0.4825194999575615,422625280,403.046875,2.0,True,none
3,bot026,2 0 4 2 0 6,0.484616499976255,417234944,397.90625,1.0,False,none
4,bot026,0 5 2 5 0 3,0.5867389580234885,422084608,402.53125,1.0,False,none
4,bot027,0 5 2 5 0 3,0.5457467919914052,422920192,403.328125,1.0,False,none
5,bot026,0 2 1 1 3 1,0.7196051250211895,426737664,406.96875,1.0,False,none
6,bot026,7 5 5 3 5 5,0.7529718750156462,429309952,409.421875,1.0,False,none
6,bot027,7 5 5 3 5 5,0.6400477499701083,419725312,400.28125,1.0,False,none
7,bot026,4 2 1 5 1 4,0.887532583088614,427753472,407.9375,1.0,False,none
8,bot026,2 2 2 1 1 0,0.936965208966285,419856384,400.40625,1.0,False,none
8,bot027,2 2 2 1 1 0,0.6594088750425726,424509440,404.84375,1.0,False,none
9,bot026,7 2 6 2 1 2,0.9363088749814779,367706112,350.671875,1.0,False,none
10,bot026,2 5 2 6 2 4,0.9349110410548747,312770560,298.28125,1.0,False,none
10,bot027,2 5 2 6 2 4,0.7652952499920502,428539904,408.6875,1.0,False,none
11,bot026,1 5 3 5 1 5,0.9346306250663474,261996544,249.859375,1.0,False,none
12,bot026,5 3 5 2 3 4,0.9344824580475688,168132608,160.34375,1.0,False,none
12,bot027,5 3 5 2 3 4,0.8964902500156313,429948928,410.03125,1.0,False,none
13,bot026,5 6 6 6 5 6,0.9336830829270184,160956416,153.5,1.0,False,none
14,bot026,2 6 3 6 2 6,0.9333020839840174,112476160,107.265625,1.0,False,none
14,bot027,2 6 3 6 2 6,0.9358624159358442,384335872,366.53125,1.0,False,none
15,bot026,6 2 6 1 6 3,0.9333077080082148,139460608,133.0,1.0,False,none
16,bot026,5 7 7 7 7 0,0.9332335409708321,115523584,110.171875,1.0,False,none
16,bot027,5 7 7 7 7 0,0.9354464169591665,322748416,307.796875,1.0,False,none
17,bot026,3 5 4 6 4 1,0.9331111669307575,85409792,81.453125,1.0,False,none
18,bot026,7 7 7 5 7 1,0.9332974170101807,100990976,96.3125,1.0,False,none
18,bot027,7 7 7 5 7 1,0.9352201670408249,294764544,281.109375,1.0,False,none
19,bot026,6 6 6 5 3 2,0.9329490410163999,98402304,93.84375,1.0,False,none
20,bot026,5 2 5 1 5 4,0.933022000011988,107134976,102.171875,1.0,False,none
20,bot027,5 2 5 1 5 4,0.934950124938041,253050880,241.328125,1.0,False,none
21,bot026,6 5 6 6 6 4,0.9333092500455678,125190144,119.390625,1.0,False,none
22,bot026,7 5 7 6 7 2,0.9323579999618232,58949632,56.21875,1.0,False,none
22,bot027,7 5 7 6 7 2,0.9340497080702335,203079680,193.671875,1.0,False,none
23,bot026,6 1 6 2 4 2,0.9319255420705304,7733248,7.375,1.0,False,none
24,bot026,2 1 2 2 2 0,0.9317845000186935,1572864,1.5,1.0,False,none
24,bot027,2 1 2 2 2 0,0.9338679999345914,155975680,148.75,1.0,False,none
25,bot026,6 2 6 1 4 3,0.9318495830520988,1376256,1.3125,1.0,False,none
26,bot026,7 6 7 5 7 7,0.9318567919544876,1376256,1.3125,1.0,False,none
26,bot027,7 6 7 5 7 7,0.9335682500386611,139411456,132.953125,1.0,False,none
27,bot026,6 1 6 2 6 0,0.9319397079525515,1359872,1.296875,1.0,False,none
28,bot026,7 5 7 6 7 3,0.9318090829765424,1376256,1.3125,1.0,False,none
28,bot027,7 5 7 6 7 3,0.9330261250725016,107069440,102.109375,1.0,False,none
30,bot027,7 6 7 5 6 5,0.9330252090003341,100696064,96.03125,1.0,False,none
32,bot027,3 6 3 7 3 6,0.9330398329766467,91586560,87.34375,1.0,False,none
34,bot027,3 7 2 7 5 7,0.9328961659921333,91144192,86.921875,1.0,False,none
36,bot027,5 1 5 0 5 1,0.9330542499665171,85180416,81.234375,1.0,False,none
38,bot027,7 5 7 6 7 4,0.9328023750567809,96092160,91.640625,1.0,False,none
40,bot027,2 2 2 1 2 2,0.933063416974619,111493120,106.328125,1.0,False,none
42,bot027,2 7 1 7 4 7,0.9331214169505984,86933504,82.90625,1.0,False,none
44,bot027,1 7 0 7 3 7,0.9321612080093473,10534912,10.046875,1.0,False,none
46,bot027,0 7 2 7 0 7,0.9318837500177324,2719744,2.59375,1.0,False,none
48,bot027,2 1 3 0 4 0,0.9318057090276852,1392640,1.328125,1.0,False,none
50,bot027,7 6 7 5 7 6,0.9318076249910519,1376256,1.3125,1.0,False,none
52,bot027,3 0 2 1 3 0,0.9320023329928517,1376256,1.3125,1.0,False,none
54,bot027,2 7 1 7 2 7,0.9319563750177622,1376256,1.3125,1.0,False,none
